Predicted ANN load,Target Load,LSTM Load,Tmestamp,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD-LSTM
51448.324,52593.93804,52144.715,18/08/2010 7:00,[57000.984],[54831.797],[50790.22],[51902.35],49822.14
54014.242,54761.35852,54563.156,18/08/2010 8:00,[56920.89],[54428.4],[50211.293],[54270.71],49822.14
55966.188,56906.29132,56387.508,18/08/2010 9:00,[56767.383],[54116.344],[49851.613],[55990.594],49822.14
56958.613,57453.6217,57350.59,18/08/2010 10:00,[56358.8],[53165.258],[49602.965],[57220.64],49822.734
57022.145,57550.41646,57297.85,18/08/2010 11:00,[55461.72],[51681.395],[49391.727],[57407.4],49822.734
56872.04,57242.82422,57212.87,18/08/2010 12:00,[54339.34],[50785.492],[49303.7],[57276.594],49822.734
56567.555,57410.01517,56975.008,18/08/2010 13:00,[53914.375],[50196.555],[49364.254],[56825.406],49822.734
56467.625,57226.2029,57047.094,18/08/2010 14:00,[53822.246],[49801.91],[49668.82],[56752.715],49822.734
56160.89,56792.48415,56890.367,18/08/2010 15:00,[53263.547],[49585.53],[50544.94],[56418.664],49822.734
55726,55456.91198,56504.98,18/08/2010 16:00,[51716.72],[49434.54],[53239.543],[55902.83],49822.734
54673.28,54024.54506,55177.695,18/08/2010 17:00,[50848.242],[49288.26],[55799.824],[54704.176],49822.734
53360.938,54025.13169,53777.766,18/08/2010 18:00,[50281.984],[49177.77],[56706.156],[53404.46],49822.734
53098.047,53983.67616,53513.06,18/08/2010 19:00,[49882.375],[49282.277],[56981.816],[53254.695],40886.12
52767.805,53331.72922,53191.45,18/08/2010 20:00,[49666.453],[49780.223],[57157.062],[53085.28],40886.465
52023.387,51421.64593,52561.57,18/08/2010 21:00,[49553.406],[51630.02],[57237.555],[52454.38],40886.168
50509.36,50689.33,51114.42,18/08/2010 22:00,[49618.414],[53968.297],[57239.78],[50817.59],40886.42
49887.117,50222.17307,50370.68,18/08/2010 23:00,[49857.246],[55606.94],[57205.047],[50085.812],40886.207
49467.7,49799.40483,49845.188,19/08/2010 0:00,[50652.74],[56326.39],[56890.47],[49566.34],40886.383
48945.49,49427.4783,49568.906,19/08/2010 1:00,[52294.87],[56803.402],[56291.62],[49132.434],49822.14
48685.277,49194.58423,49112.156,19/08/2010 2:00,[54381.824],[56887.164],[54951.04],[48856.098],49822.14
48620.285,49069.23991,48879.875,19/08/2010 3:00,[55754.91],[56707.707],[53971.88],[48731.6],49822.14
48866.996,49141.20046,48877.7,19/08/2010 4:00,[56523.164],[56460.516],[53711.324],[48782.836],49822.14
49183.254,49577.85238,49264.68,19/08/2010 5:00,[57017.867],[55998.],[52917.727],[49106.668],49822.14
49953.227,50362.7699,50332.727,19/08/2010 6:00,[57073.45],[55260.35],[51488.664],[50017.363],49822.14
51158.246,52456.27438,51941.875,19/08/2010 7:00,[56964.93],[54635.938],[50671.676],[51405.5],49822.14
53867.312,54491.50645,54655.414,19/08/2010 8:00,[56771.945],[54553.676],[50130.3],[53970.125],49822.14
55742.92,56470.61712,56388.973,19/08/2010 9:00,[56501.785],[54440.402],[49739.543],[55638.75],49822.14
56734.047,57020.88067,57240.64,19/08/2010 10:00,[56064.797],[53855.75],[49518.137],[56823.47],49822.734
56816.96,57074.85109,57102.43,19/08/2010 11:00,[55117.477],[52255.008],[49283.22],[56995.297],49822.734
56664.18,56627.0531,56968.14,19/08/2010 12:00,[54059.543],[51292.98],[49152.004],[56837.71],49822.734
56241.22,56718.95924,56570.918,19/08/2010 13:00,[53728.363],[50668.04],[49170.387],[56288.777],49822.734
56094.996,56867.57342,56600.773,19/08/2010 14:00,[53640.36],[50194.844],[49378.273],[56160.957],49822.734
55975.45,56582.2733,56675.062,19/08/2010 15:00,[53056.97],[49892.5],[49631.71],[56095.477],49822.734
55592.473,55291.67648,56385.03,19/08/2010 16:00,[51490.92],[49611.254],[50489.234],[55697.78],49822.734
54545.805,53935.18101,55066.457,19/08/2010 17:00,[50641.11],[49447.6],[51176.582],[54531.746],49802.6
53316.78,53818.24511,53705.41,19/08/2010 18:00,[50143.89],[49344.766],[52822.99],[53279.656],40886.234
52993.344,53848.75013,53352.066,19/08/2010 19:00,[49786.746],[49550.98],[53769.555],[53060.],40886.402
52718.633,53341.89756,53061.777,19/08/2010 20:00,[49500.547],[50279.01],[53939.42],[52954.68],40886.125
52076.42,51426.92564,52502.715,19/08/2010 21:00,[49374.33],[51142.645],[53698.24],[52441.906],40886.426
50560.953,50506.29991,51072.53,19/08/2010 22:00,[49395.254],[51825.85],[53384.496],[50810.406],40886.727
49843.22,49580.39447,50134.79,19/08/2010 23:00,[49698.5],[53437.01],[53482.773],[49920.727],40886.496
49218.406,49173.85647,49085.105,20/08/2010 0:00,[50433.508],[54114.64],[53611.9],[48943.66],40862.55
48103.59,48867.43749,48749.26,20/08/2010 1:00,[51835.047],[53408.1],[53632.414],[48414.387],49869.45
48152.47,48679.51878,48430.043,20/08/2010 2:00,[53714.17],[53106.59],[53293.633],[48262.652],49869.45
48164.758,48879.95237,48272.06,20/08/2010 3:00,[54693.664],[53127.7],[53498.055],[48204.99],49869.45
48622.094,49185.19808,48628.75,20/08/2010 4:00,[54981.24],[53431.4],[53905.76],[48557.652],49869.45
49206.6,49416.33223,49302.5,20/08/2010 5:00,[55268.004],[53923.434],[53674.37],[49100.285],49869.45
49686.805,49731.74627,50011.15,20/08/2010 6:00,[55166.305],[54098.445],[51943.574],[49678.64],49869.45
50405.67,50378.4135,50830.44,20/08/2010 7:00,[54725.992],[53888.242],[51050.867],[50435.19],49869.45
51323.87,52008.67194,52064.27,20/08/2010 8:00,[54005.65],[53993.137],[50411.918],[51605.18],49869.45
53227.316,54173.15924,54007.82,20/08/2010 9:00,[53754.664],[53985.637],[49916.387],[53297.15],49802.6
55079.93,54601.40273,55286.1,20/08/2010 10:00,[53525.723],[53660.906],[49463.],[54799.5],49802.6
55089.992,54697.21976,54960.723,20/08/2010 11:00,[52958.92],[52124.61],[49264.227],[54804.605],49802.6
54814.664,53777.37621,54785.746,20/08/2010 12:00,[52486.71],[51210.77],[49098.53],[54607.82],49802.6
53635.93,53315.89008,53892.457,20/08/2010 13:00,[52676.785],[50536.996],[49058.605],[53614.54],49802.6
52986.07,53238.06318,53480.83,20/08/2010 14:00,[52910.734],[50014.367],[49075.387],[53111.6],49802.6
52707.9,53296.72667,53393.152,20/08/2010 15:00,[52555.49],[49288.715],[49046.145],[52932.746],49802.6
52562.57,53131.10008,53399.86,20/08/2010 16:00,[51014.957],[49099.547],[49647.07],[52872.55],49802.6
52403.89,53367.12286,53223.387,20/08/2010 17:00,[49972.02],[48933.207],[50866.785],[52706.934],49802.6
52586.934,53667.28439,53289.727,20/08/2010 18:00,[49307.27],[48963.09],[51942.875],[52832.344],49802.6
52805.617,54032.36686,53302.188,20/08/2010 19:00,[49051.113],[49233.49],[52419.875],[52979.348],49802.6
52833.016,53323.71188,53271.656,20/08/2010 20:00,[48715.348],[49545.15],[52575.84],[53144.055],49802.6
52044.69,51564.98039,52547.203,20/08/2010 21:00,[48533.277],[49981.473],[52570.406],[52470.105],49802.6
50668.406,50908.34037,51219.582,20/08/2010 22:00,[48597.258],[50792.047],[52738.992],[50967.93],49802.6
50075.016,50338.91341,50567.465,20/08/2010 23:00,[48801.316],[52023.344],[53029.45],[50318.555],49802.6
49579.54,49963.85816,49933.848,21/08/2010 0:00,[49059.74],[53113.188],[53305.098],[49729.87],49802.6
49150.656,49671.71397,49604.395,21/08/2010 1:00,[49457.586],[53069.297],[53412.273],[49188.367],49869.45
49003.01,49385.63167,49268.64,21/08/2010 2:00,[49835.83],[52773.07],[53068.156],[49017.965],49869.45
49008.734,49198.69068,49000.344,21/08/2010 3:00,[50766.586],[52768.613],[53279.45],[48846.156],49869.45
48975.395,49078.43052,48915.316,21/08/2010 4:00,[51857.016],[53015.125],[53468.125],[48761.49],49869.45
49011.926,49233.10659,49003.32,21/08/2010 5:00,[52604.984],[53117.85],[53076.67],[48818.992],49869.45
49345.234,49230.36896,49509.277,21/08/2010 6:00,[52860.562],[52971.11],[51394.39],[49221.67],49869.45
49583.477,49404.59953,49705.227,21/08/2010 7:00,[52445.88],[52678.87],[50577.004],[49465.863],49869.45
49831.67,50247.39837,50119.793,21/08/2010 8:00,[52019.96],[52883.594],[50044.195],[49930.945],49869.45
50725.062,52438.0887,51575.438,21/08/2010 9:00,[52051.39],[52974.965],[49628.055],[51045.168],49802.6
52866.83,52865.74555,53813.395,21/08/2010 10:00,[51782.48],[52415.62],[49493.47],[52932.816],49802.6
53054.875,52913.84961,53509.305,21/08/2010 11:00,[51613.094],[50818.215],[49327.77],[53061.266],49802.6
52810.8,52683.49764,53220.17,21/08/2010 12:00,[51786.883],[50035.03],[49227.81],[53004.9],49802.6
52361.79,53295.5534,52915.984,21/08/2010 13:00,[52251.516],[49446.816],[49356.45],[52699.63],49802.6
52829.332,52890.57976,53376.12,21/08/2010 14:00,[52869.355],[49140.812],[49674.72],[53117.777],49802.6
52342.973,52823.31229,53017.156,21/08/2010 15:00,[52604.28],[49221.938],[50415.18],[52710.06],49802.6
52214.8,52659.64115,52925.1,21/08/2010 16:00,[51380.027],[49126.348],[52848.71],[52570.797],49802.6
52055.87,52685.64863,52732.344,21/08/2010 17:00,[50439.906],[49119.566],[55424.99],[52375.613],49802.6
52074.92,53374.94466,52660.62,21/08/2010 18:00,[49862.3],[49167.24],[56582.094],[52321.51],49802.6
52594.625,53527.07865,53024.965,21/08/2010 19:00,[49554.344],[49347.492],[56905.957],[52789.953],49802.6
52515.574,53028.63451,52899.44,21/08/2010 20:00,[49448.57],[50468.562],[57138.914],[52802.137],49802.6
51927.76,51347.92547,52313.453,21/08/2010 21:00,[49521.973],[52710.543],[57188.465],[52310.45],49802.6
50549.617,50637.90168,50916.484,21/08/2010 22:00,[50123.184],[55297.1],[57174.656],[50866.08],49802.6
49917.176,50099.56637,50154.023,21/08/2010 23:00,[51451.082],[56638.766],[57045.555],[50165.953],49802.6
49438.93,49728.42201,49531.426,22/08/2010 0:00,[52636.02],[56899.438],[56697.758],[49593.273],49802.6
48781.98,49469.32492,49246.527,22/08/2010 1:00,[53806.156],[57046.367],[55932.504],[49023.793],49869.45
48669.023,49211.79219,49009.117,22/08/2010 2:00,[54685.39],[56965.086],[54783.11],[48944.234],49869.45
48752.523,49070.21763,48838.066,22/08/2010 3:00,[55856.504],[56873.48],[54193.38],[48865.68],49869.45
48787.86,49072.95526,48922.504,22/08/2010 4:00,[56793.65],[56751.793],[54051.836],[48945.38],49869.45
49184.8,49347.5004,49328.312,22/08/2010 5:00,[57164.824],[56435.832],[53470.97],[49281.215],49869.45
49748.305,50370.5917,50048.883,22/08/2010 6:00,[57284.55],[55633.87],[51520.58],[50017.36],49869.45
51348.72,52444.54168,51752.953,22/08/2010 7:00,[57231.117],[54735.66],[50566.58],[51778.953],49869.45
54154.977,54622.32604,54285.62,22/08/2010 8:00,[57140.945],[54682.2],[49806.84],[54280.016],49869.45
56067.41,56723.65232,56076.83,22/08/2010 9:00,[56757.004],[54890.71],[49475.645],[55991.266],49802.6
57063.086,57226.98508,57168.43,22/08/2010 10:00,[56167.53],[53954.92],[49224.42],[57236.734],49802.6
57084.52,57317.32685,57076.03,22/08/2010 11:00,[55295.418],[52113.457],[49080.445],[57346.805],49802.6
56945.02,57157.17552,57022.22,22/08/2010 12:00,[54463.098],[51075.688],[49101.297],[57190.3],49802.6
56695.195,57311.65605,56896.863,22/08/2010 13:00,[54089.617],[50406.285],[49369.98],[56842.992],49802.6
56566.598,57347.24523,56978.742,22/08/2010 14:00,[53853.17],[50048.203],[49876.223],[56779.82],49802.6
56387.965,56834.91741,56992.41,22/08/2010 15:00,[53206.95],[49740.01],[50800.5],[56621.086],49802.6
55893.074,55607.09052,56645.344,22/08/2010 16:00,[51698.434],[49524.484],[52501.355],[56047.355],49802.6
54872.727,54142.65422,55459.027,22/08/2010 17:00,[50801.402],[49316.21],[55121.18],[54917.258],49802.6
53518.66,54054.46344,53867.797,22/08/2010 18:00,[50202.863],[49220.39],[56591.953],[53660.125],49802.6
53170.492,54084.38182,53642.633,22/08/2010 19:00,[49833.207],[49518.855],[56915.195],[53407.125],49802.6
52811.25,53402.71205,53400.906,22/08/2010 20:00,[49575.082],[50671.285],[57140.906],[53205.355],49802.6
51921.688,51472.87871,52659.547,22/08/2010 21:00,[49399.35],[52624.066],[57141.777],[52517.254],49802.6
50379.887,50727.07018,51048.848,22/08/2010 22:00,[49348.79],[54706.207],[57116.69],[50935.156],49802.6
49737.105,50213.37354,50280.906,22/08/2010 23:00,[49531.453],[56502.016],[57047.477],[50207.57],49802.6
49318.28,49826.58559,49675.35,23/08/2010 0:00,[50212.496],[56854.457],[56787.266],[49646.273],49802.6
49134.848,49557.90679,49338.723,23/08/2010 1:00,[51919.844],[56995.465],[56071.652],[49032.16],49822.14
48996.117,49315.62657,49097.258,23/08/2010 2:00,[54131.562],[57022.44],[55064.254],[48934.277],49822.14
49096.203,49161.73268,48988.875,23/08/2010 3:00,[55612.344],[57138.39],[54340.82],[48870.633],49822.14
49105.22,49165.05694,49072.84,23/08/2010 4:00,[56456.73],[56886.77],[54307.133],[48915.125],49822.14
49319.332,49581.37219,49457.867,23/08/2010 5:00,[56877.855],[56407.188],[53793.812],[49240.375],49822.14
50079.844,50358.07682,50350.71,23/08/2010 6:00,[57017.043],[55402.36],[52175.453],[50205.79],49822.14
51312.887,52497.92546,51709.28,23/08/2010 7:00,[56994.62],[54444.047],[51235.492],[51643.062],49822.14
54158.15,54749.03918,54378.42,23/08/2010 8:00,[56925.67],[54538.668],[50550.785],[54241.434],49822.734
56092.375,56718.56815,56249.92,23/08/2010 9:00,[56747.85],[54512.883],[50097.484],[56005.227],49822.734
57006.82,57178.68547,57240.8,23/08/2010 10:00,[56340.086],[53767.184],[49741.258],[57119.83],49822.734
57029.367,57224.63854,57122.63,23/08/2010 11:00,[55483.008],[52213.293],[49452.64],[57186.58],49822.734
56853.344,56972.38552,57027.71,23/08/2010 12:00,[54462.156],[51245.996],[49336.008],[57042.633],49822.734
56576.31,57088.34369,56819.65,23/08/2010 13:00,[54030.6],[50600.42],[49391.484],[56618.516],49822.734
56432.28,57065.46493,56876.863,23/08/2010 14:00,[53867.625],[50169.598],[49742.15],[56509.918],49822.734
56205.266,56799.13268,56842.285,23/08/2010 15:00,[53262.473],[49824.82],[50509.336],[56310.562],49822.734
55829.785,55500.9096,56616.26,23/08/2010 16:00,[51681.906],[49569.266],[51880.965],[55921.164],49822.734
54755.934,53785.39356,55325.133,23/08/2010 17:00,[50793.37],[49417.867],[53964.555],[54765.3],49822.734
53214.29,53763.68807,53590.547,23/08/2010 18:00,[50229.895],[49338.598],[56128.18],[53278.08],40861.875
52941.504,53888.44576,53332.38,23/08/2010 19:00,[49878.12],[49444.844],[56584.906],[53098.14],40863.01
52708.617,53517.88803,53060.61,23/08/2010 20:00,[49615.94],[50277.863],[56822.535],[53023.938],40862.24
52181.383,51426.53455,52464.203,23/08/2010 21:00,[49463.17],[52178.766],[56900.953],[52629.68],40885.977
50518.4,50710.25332,50801.453,23/08/2010 22:00,[49445.297],[54957.06],[57044.996],[50871.4],40886.465
49898.68,50045.20487,50071.883,23/08/2010 23:00,[49696.68],[56297.28],[56880.375],[50156.86],40886.215
49379.566,49685.98875,49364.684,24/08/2010 0:00,[50389.39],[56636.117],[56537.836],[49449.465],40886.383
48643.5,49493.96359,49315.598,24/08/2010 1:00,[51919.312],[56770.95],[55748.07],[48874.605],49822.14
48835.64,49296.85425,49162.297,24/08/2010 2:00,[54131.844],[56769.43],[54651.742],[48840.05],49822.14
48808.062,49180.30945,49062.832,24/08/2010 3:00,[55569.797],[56542.21],[54210.32],[48789.438],49822.14
48883.09,49121.25487,49166.086,24/08/2010 4:00,[56209.258],[56256.652],[54170.754],[48855.53],49822.14
49202.727,49562.79542,49430.992,24/08/2010 5:00,[56675.773],[55798.137],[53628.305],[49087.875],49822.14
49989.496,50310.1683,50280.97,24/08/2010 6:00,[56793.96],[55099.73],[51967.67],[50057.58],49822.14
51173.484,52320.56617,51549.586,24/08/2010 7:00,[56739.906],[54477.844],[51045.69],[51452.562],49822.14
53750.27,54348.75862,54081.88,24/08/2010 8:00,[56602.59],[54627.34],[50449.207],[53967.164],49822.734
55672.188,56502.09986,55785.79,24/08/2010 9:00,[56388.195],[54510.992],[50011.426],[55604.562],49822.734
56848.383,56792.48415,57072.348,24/08/2010 10:00,[56006.305],[53917.445],[49734.594],[56904.125],49822.734
56819.297,56824.16243,56926.273,24/08/2010 11:00,[55116.844],[52284.11],[49523.57],[56858.633],49822.734
56660.645,56532.60488,56792.68,24/08/2010 12:00,[54043.977],[51319.44],[49391.902],[56655.65],49822.734
56298.434,56633.70163,56495.46,24/08/2010 13:00,[53675.27],[50684.867],[49484.266],[56244.61],49822.734
56156.742,56716.6127,56542.27,24/08/2010 14:00,[53616.84],[50209.875],[49818.],[56142.062],49822.734
56000.85,56563.89207,56576.67,24/08/2010 15:00,[53147.453],[49851.027],[50739.066],[56040.758],49822.734
55711.598,55611.97915,56406.504,24/08/2010 16:00,[51516.27],[49626.355],[53260.125],[55754.21],49822.734
54867.188,53934.00774,55470.566,24/08/2010 17:00,[50656.086],[49449.477],[55729.855],[54851.312],49822.734
53382.67,53766.23015,53926.992,24/08/2010 18:00,[50047.934],[49413.4],[56669.28],[53374.316],40886.223
53024.777,53932.05229,53602.375,24/08/2010 19:00,[49743.99],[49614.92],[56980.22],[53123.477],40910.285
52848.414,53303.17965,53423.797,24/08/2010 20:00,[49556.934],[50409.383],[57188.65],[53102.906],40910.062
52090.965,51412.65086,52729.543,24/08/2010 21:00,[49398.805],[52856.008],[57248.68],[52474.664],40909.945
50578.164,50679.55276,51208.992,24/08/2010 22:00,[49284.973],[55476.656],[57227.098],[50841.86],40910.406
49955.13,50148.06152,50440.926,24/08/2010 23:00,[49266.15],[56261.31],[57089.89],[50108.82],40910.074
49467.086,49748.56314,49823.242,25/08/2010 0:00,[49557.152],[56303.832],[56743.71],[49509.594],40886.535
48716.375,49507.84728,49299.99,25/08/2010 1:00,[50358.375],[56461.25],[55963.12],[49174.906],49822.14
48609.44,49271.62895,49039.996,25/08/2010 2:00,[52145.375],[56692.87],[54652.516],[48996.53],49822.14
48680.594,49160.9505,48807.84,25/08/2010 3:00,[54282.78],[56780.973],[54138.062],[48835.555],49822.14
48735.234,49166.42576,48795.312,25/08/2010 4:00,[55866.766],[56617.53],[54145.59],[48843.23],49861.36
48940.152,49573.1593,49032.03,25/08/2010 5:00,[56681.598],[56158.797],[53739.324],[49075.13],49822.133
49680.242,50325.42081,49841.004,25/08/2010 6:00,[56926.88],[55302.49],[51990.9],[49952.48],49822.133
50905.445,52478.17541,51085,25/08/2010 7:00,[56974.47],[54227.824],[50999.79],[51265.56],49822.133
53956.527,54570.89771,53648.883,25/08/2010 8:00,[56987.74],[53918.938],[50427.59],[53774.426],49822.734
55940.996,56576.21141,55493.82,25/08/2010 9:00,[56900.605],[54182.47],[50027.203],[55465.082],49822.734
56923.4,57033.5911,56873.08,25/08/2010 10:00,[56603.445],[53871.363],[49722.164],[56645.965],49822.734
56942.24,57130.97249,56899.293,25/08/2010 11:00,[55829.707],[52109.633],[49515.73],[56679.742],49822.734
56789.266,56775.66728,56851.566,25/08/2010 12:00,[54721.273],[51090.2],[49421.52],[56457.016],49822.734
56383.938,56719.15478,56568.273,25/08/2010 13:00,[54149.203],[50411.758],[49506.47],[55893.98],49822.734
56165.316,56752.20188,56520.15,25/08/2010 14:00,[53958.773],[50020.844],[49805.92],[55711.07],49789.117
55998.31,56659.12248,56542.906,25/08/2010 15:00,[53347.625],[49876.64],[50592.953],[55608.605],49789.117
55731.32,55560.74636,56442.855,25/08/2010 16:00,[51769.203],[49659.89],[53214.938],[55450.17],49789.117
54723.953,53989.34696,55297.574,25/08/2010 17:00,[50815.94],[49504.2],[55853.297],[54444.375],49789.117
53234.113,54123.09972,53586.23,25/08/2010 18:00,[50168.926],[49384.395],[56793.758],[53068.637],49789.117
53116.695,54260.95893,53674.117,25/08/2010 19:00,[49753.05],[49500.9],[57022.926],[52995.46],40886.63
52924.234,53585.35105,53725.92,25/08/2010 20:00,[49666.844],[50277.473],[57224.887],[52942.523],40886.195
52097.72,51512.18325,53030.812,25/08/2010 21:00,[49548.324],[52498.023],[57288.],[52292.703],40862.125
50353.594,50869.23138,51206.75,25/08/2010 22:00,[49569.203],[55148.008],[57282.2],[50584.93],40862.36
49762.746,50229.79932,50537.88,25/08/2010 23:00,[49805.383],[56423.01],[57161.883],[49932.74],40862.586
49246.88,49855.13515,49806.83,26/08/2010 0:00,[50409.58],[56721.805],[56903.617],[49257.297],40862.793
49066.75,49603.85986,49889.453,26/08/2010 1:00,[51849.188],[56925.5],[56285.89],[49128.367],49822.133
48956.31,49409.29261,49567.367,26/08/2010 2:00,[54164.766],[56962.195],[55019.707],[48937.29],49822.133
48925.227,49248.3591,49344.78,26/08/2010 3:00,[55761.812],[56912.062],[54098.875],[48812.844],49822.133
48934.504,49233.30214,49220.46,26/08/2010 4:00,[56777.348],[56652.14],[54143.973],[48726.55],49822.133
49299.586,49643.35995,49396.707,26/08/2010 5:00,[57119.29],[56199.41],[53780.05],[48956.523],49822.133
50051.145,50506.29991,50198,26/08/2010 6:00,[57199.508],[55447.773],[51926.477],[49843.758],49822.133
51406.2,52548.18052,51634.63,26/08/2010 7:00,[57157.28],[54668.594],[51024.242],[51299.402],49822.133
54100.523,54631.32111,54143.766,26/08/2010 8:00,[57099.133],[54639.984],[50324.89],[53721.023],49822.133
55889.09,56708.98644,55982.742,26/08/2010 9:00,[56963.89],[54315.445],[49819.793],[55375.457],49802.6
56888.81,57299.53226,57260.945,26/08/2010 10:00,[56634.688],[53689.59],[49677.008],[56657.156],49789.117
56968.812,57249.2772,57271.074,26/08/2010 11:00,[55768.312],[52073.16],[49433.26],[56799.785],49789.117
56753.42,56927.80127,57064.06,26/08/2010 12:00,[54591.164],[51154.75],[49254.7],[56485.176],49789.117
56391.89,56741.05582,56760.016,26/08/2010 13:00,[54118.836],[50504.31],[49102.613],[56001.812],49789.117
56104.406,56889.86554,56563.203,26/08/2010 14:00,[54028.79],[49975.824],[49193.11],[55713.66],49789.117
